,title,vote_count,vote_average,year,imdb_id,soup
2257,Heart Condition,25.0,5.1,1990,tt0099750,bobhoskins denzelwashington chloewebb jamesd.parriott jamesd.parriott jamesd.parriott Fantasy Comedy Science Fiction
2258,Nights of Cabiria,122.0,7.9,1957,tt0050783,optim hous prostitut madonna heartbreak rescuefromdrown shrine railwayst starv account giuliettamasina françoispérier francamarzi federicofellini federicofellini federicofellini Drama
2259,The Big Chill,124.0,6.8,1983,tt0085244,suicid regret funer morn gather friendship remembr tomberenger glennclose jeffgoldblum lawrencekasdan lawrencekasdan lawrencekasdan Comedy Drama
2260,Enemy of the State,1266.0,6.7,1998,tt0120660,corrupt washingtond.c. helicopt falselyaccus ident mexicanstandoff blackmail intellig wiretap satellit nationalsecurityagency(nsa) polit explodingbuild suspens mysteri mafia conspiraci lawyer crime surveil baltimoremaryland willsmith genehackman jonvoight tonyscott tonyscott tonyscott Action Drama Thriller
2261,The Rugrats Movie,149.0,5.8,1998,tt0134067,brotherbrotherrelationship babi home pregnancyandbirth sequel kidsandfamili comedi pregnanc aftercreditssting whoopigoldberg davidspade e.g.daily nortonvirgien nortonvirgien nortonvirgien Animation Family
2262,A Bug's Life,2379.0,6.8,1998,tt0120623,winter fight ant invent collector ant-hil kidsandfamili grass duringcreditssting kevinspacey julialouis-dreyfus haydenpanettiere johnlasseter johnlasseter johnlasseter Adventure Animation Comedy Family
2263,Celebrity,113.0,6.0,1998,tt0120533,independentfilm report ex-wif spectacl kennethbranagh judydavis joemantegna woodyallen woodyallen woodyallen Drama Comedy
2264,Central Station,132.0,7.6,1998,tt0140888,brazilian brazil riodejaneiro letter wilder teacher alcohol railroad missingfath realism fernandamontenegro maríliapêra viníciusdeoliveira waltersalles waltersalles waltersalles Drama
2266,Waking Ned,58.0,7.4,1998,tt0166396,falseident beguil lotteri villag jackpot independentfilm ireland ianbannen davidkelly fionnulaflanagan kirkjones kirkjones kirkjones Comedy Romance
2267,The Celebration,213.0,7.7,1998,tt0154420,suicid fathersonrelationship childabus sexualabus depress parentchildrelationship secret birthday twinsist hoteli countryhous daughter dogme95 familyreunion lectur child ulrichthomsen henningmoritzen thomasbolarsen thomasvinterberg thomasvinterberg thomasvinterberg Drama
2268,Pink Flamingos,111.0,6.2,1972,tt0069089,gay trailerpark popcultur drugdeal heroin fetish spanner disgust dogdirt van independentfilm adulthumor unsimulatedsex cultclass drag hitchhik divine davidlochary maryvivianpearce johnwaters johnwaters johnwaters Horror Comedy Crime
2269,Glen or Glenda,32.0,4.6,1953,tt0045826,transvest independentfilm midnightmovi belalugosi lyletalbot edwardd.woodjr. edwardd.woodjr. edwardd.woodjr. edwardd.woodjr. Comedy Drama
2270,Godzilla,194.0,6.9,1954,tt0047034,japan japanes island shipwreck ship giantlizard godzilla kaiju animalhorror akiratakarada momokokôchi akihikohirata ishirôhonda ishirôhonda ishirôhonda Thriller Horror Science Fiction
2271,Godzilla 1985,34.0,6.7,1984,tt0087344,japan submarin helicopt monster godzilla remak giantmonst tokusatsu train scientist creaturefeatur gojira kaiju monstermovi kentanaka yasukosawaguchi keijukobayashi kojihashimoto kojihashimoto kojihashimoto Action Drama Horror Science Fiction Thriller
2272,King Kong vs. Godzilla,48.0,6.0,1962,tt0056142,japan helicopt japanes mutant island octopus giantlizard godzilla sequel jungl giantmonst kingkong tokyojapan tokusatsu gojira kaiju giantap tadaotakashima kenjisahara yûfujiki ishirôhonda ishirôhonda ishirôhonda Action Adventure Science Fiction
2273,King Kong,346.0,7.7,1933,tt0024216,filmbusi screenplay filmmak filmproduc exoticisland ship greatdepress unsoci kingkong dinosaur newyorkc seavoyag damselindistress empirestatebuild actress animalhorror robertarmstrong faywray brucecabot merianc.cooper merianc.cooper merianc.cooper Action Adventure Drama Horror
2274,King Kong,179.0,5.9,1976,tt0074751,indigen island sciencefict kingkong giantanim giantap jeffbridges jessicalange charlesgrodin johnguillermin johnguillermin johnguillermin Adventure Drama
2275,King Kong Lives,29.0,4.6,1986,tt0091344,kingkong giantap jeffbridges lindahamilton briankerwin johnguillermin johnguillermin johnguillermin Action Horror
2276,Desperately Seeking Susan,99.0,6.0,1985,tt0089017,amnesia lonelyheartsad womandirector madonna rosannaarquette aidanquinn susanseidelman susanseidelman susanseidelman Comedy
2277,The Emerald Forest,64.0,7.0,1985,tt0089087,fathersonrelationship brazil amazon basedontruestori jungl amazonrainforest childkidnap deforest indigenouspeopl powersboothe charleyboorman megfoster johnboorman johnboorman johnboorman Action Adventure Drama
2278,Fletch,210.0,6.8,1985,tt0089155,journalist riodejaneiro dirtycop countryclub divorcelawy chevychase joedonbaker danawheeler-nicholson michaelritchie michaelritchie michaelritchie Comedy Crime Mystery
2279,Fletch Lives,98.0,5.8,1989,tt0097366,saturdaynightl chevychase halholbrook juliannephillips michaelritchie michaelritchie michaelritchie Comedy Crime Mystery
2280,Red Sonja,211.0,5.0,1985,tt0089893,monster swordplay queen marvelcom basedoncom swordandsorceri arnoldschwarzenegger brigittenielsen sandahlbergman richardfleischer richardfleischer richardfleischer Adventure Fantasy Action
2281,Gung Ho,47.0,6.2,1986,tt0091159,japan usa factorywork factori cultureclash worker automobileindustri busi unemploy autoindustri michaelkeaton geddewatanabe georgewendt ronhoward ronhoward ronhoward Comedy Drama
2282,The Money Pit,288.0,6.2,1986,tt0091541,rockstar price chao hous homeownership tomhanks shelleylong alexandergodunov richardbenjamin richardbenjamin richardbenjamin Comedy Romance
2283,A View to a Kill,515.0,6.0,1985,tt0090264,pari londonengland franc england sanfrancisco horserac fire helicopt drugabus terrorist secretident firemen fireengin villain earthquak snowboard microchip dope racehors flood pipelin snow britishsecretservic ski rogermoore christopherwalken tanyaroberts johnglen johnglen johnglen Adventure Action Thriller
2284,Lifeforce,136.0,6.2,1985,tt0089489,spacemarin vampir flyingsauc comet alien halley'scomet steverailsback peterfirth frankfinlay tobehooper tobehooper tobehooper Fantasy Horror Science Fiction Thriller
2285,Police Academy,614.0,6.5,1984,tt0087928,trainer recruit shenanigan policeacademi steveguttenberg kimcattrall g.w.bailey hughwilson hughwilson hughwilson Comedy Crime
2286,Police Academy 2: Their First Assignment,349.0,5.6,1985,tt0089822,handcuff policechief policeoper spi investig policeeverydaylif policeacademi command steveguttenberg bubbasmith davidgraf jerryparis jerryparis jerryparis Comedy Crime
2287,Police Academy 3: Back in Training,259.0,5.5,1986,tt0091777,competit governor steveguttenberg bubbasmith davidgraf jerryparis jerryparis jerryparis Comedy Crime
2288,Police Academy 4: Citizens on Patrol,261.0,4.9,1987,tt0093756,handcuff policechief policeoper policeeverydaylif steveguttenberg bubbasmith michaelwinslow jimdrake jimdrake jimdrake Comedy Crime
2289,Police Academy 5: Assignment Miami Beach,195.0,4.7,1988,tt0095882,handcuff policeoper investig policeeverydaylif bubbasmith davidgraf michaelwinslow alanmyerson alanmyerson alanmyerson Comedy Crime
2290,Police Academy 6: City Under Siege,183.0,4.7,1989,tt0098105,competit mayor investig adversari gang gangster jewelthief bubbasmith davidgraf michaelwinslow peterbonerz peterbonerz peterbonerz Comedy Crime
2291,Babe: Pig in the City,312.0,5.3,1998,tt0120595,piggybank shortageofmoney pig farm piglet talkinganim talkingdog dog chimpanze talkingpig jamescromwell marystein mickeyrooney georgemiller georgemiller georgemiller Adventure Comedy Drama Family Fantasy
2292,Home Fries,32.0,4.8,1998,tt0119304,waitress infidel plannedmurd pregnancyandbirth funer widow hamburg junkfood drewbarrymore catherineo'hara lukewilson deanparisot deanparisot deanparisot Drama Comedy Romance
2293,Ringmaster,13.0,3.8,1998,tt0165494,talkshow jerryspringer jaimepressly mollyhagan neilabramson neilabramson neilabramson Comedy
2294,Very Bad Things,182.0,6.2,1998,tt0124198,prostitut hotel cocain nuditi psychopath stagnight friend murder independentfilm marijuana blood wed lasvega violenc death accid jonfavreau lelandorser camerondiaz peterberg peterberg peterberg Comedy Crime Thriller
2295,Steam: The Turkish Bath,24.0,6.4,1997,tt0119248,lovetriangl gay comingout bathhous turkey independentfilm gayrelationship loveaffair alessandrogassman francescad'aloja carlocecchi ferzanozpetek ferzanozpetek ferzanozpetek Drama
2296,Psycho,233.0,4.8,1998,tt0155975,motel stolenmoney vincevaughn anneheche juliannemoore gusvansant gusvansant gusvansant Horror Mystery Thriller
2297,Little Voice,62.0,6.6,1998,tt0147004,parentchildrelationship voic loneli independentfilm singer cowardli carrierpigeon brendablethyn michaelcaine ewanmcgregor markherman markherman markherman Comedy Drama
2298,A Simple Plan,191.0,6.9,1998,tt0120324,brotherbrotherrelationship moneydeliveri airplan greed friendship suspens financialtransact billpaxton bridgetfonda billybobthornton samraimi samraimi samraimi Drama Crime Thriller
2299,Jack Frost,254.0,5.5,1998,tt0141109,holiday lossoflov christmasparti lossoffath loss snowman michaelkeaton kellypreston markaddy troymiller troymiller troymiller Comedy Family Drama Fantasy
2300,Star Trek: Insurrection,402.0,6.3,1998,tt0120844,spaceopera retribut patrickstewart jonathanfrakes brentspiner jonathanfrakes jonathanfrakes jonathanfrakes Science Fiction Action Adventure Thriller
2301,The Prince of Egypt,847.0,6.9,1998,tt0120794,mose egypt pyramid exodus kingdom govern ancientegypt hebrew pharaoh womandirector valkilmer ralphfiennes patrickstewart brendachapman brendachapman brendachapman Adventure Animation Drama Family Music
2302,Rushmore,688.0,7.5,1998,tt0128445,privateschool lonewolf theatreplay theatregroup theatredirector independentfilm jasonschwartzman oliviawilliams billmurray wesanderson wesanderson wesanderson Comedy Drama
2303,Shakespeare in Love,831.0,6.8,1998,tt0138097,shakespear loveofone'slif oscaraward theatreplay theatregroup writer'sblock theatremilieu author falsehistori josephfiennes gwynethpaltrow geoffreyrush johnmadden johnmadden johnmadden Romance History
2304,Mass Appeal,3.0,7.5,1984,tt0087688,challeng chang religion suburb church belief jacklemmon zeljkoivanek charlesdurning glenna.jordan glenna.jordan glenna.jordan Drama
2305,Miracle on 34th Street,139.0,7.4,1947,tt0039628,holiday santaclaus departmentstor fantasi thanksgiv court comedi lawyer psychologist parad christma edmundgwenn nataliewood maureeno'hara georgeseaton georgeseaton georgeseaton Drama Family
2306,Santa Claus: The Movie,58.0,6.1,1985,tt0089961,holiday christma dudleymoore johnlithgow davidhuddleston jeannotszwarc jeannotszwarc jeannotszwarc Family Fantasy Adventure Science Fiction Comedy
2307,Prancer,17.0,5.7,1989,tt0098115,holiday barn farm reindeer christma samelliott clorisleachman rutanyaalda johnd.hancock johnd.hancock johnd.hancock Drama Family Fantasy
2308,Pale Rider,255.0,7.0,1985,tt0089767,gunsling showdown marshal blackmail mine settler violenc killer preacher goldmin strangeperson clinteastwood michaelmoriarty carriesnodgress clinteastwood clinteastwood clinteastwood Romance Western
2309,Rambo: First Blood Part II,884.0,6.3,1985,tt0089880,usa vietnamveteran submachinegun prison prisonersofwar liberationofprison liber vietnam vietnamwar chase machinegun u.s.armi forest photographi govern war reveng soldier agent denunci sylvesterstallone richardcrenna charlesnapier georgep.cosmatos georgep.cosmatos georgep.cosmatos Action Adventure Thriller War
2310,First Blood,1523.0,7.2,1982,tt0083944,prison vietnamveteran falselyaccus policebrut sheriff guerrilla submachinegun gun destroy self-defens vietnam vietnamwar prosecut dyinganddeath policeoper attempttoescap matteroflifeanddeath survivor tramp nationalguard weapon firearm polic escap ruralset sylvesterstallone richardcrenna briandennehy tedkotcheff tedkotcheff tedkotcheff Action Adventure Thriller War
2311,Rambo III,703.0,5.7,1988,tt0095956,competit submachinegun sovietunion liber russian soviettroop thailand freedomfight afghanistan waronfreedom machinegun mujahid realityshow western soapopera sylvesterstallone richardcrenna kurtwoodsmith petermacdonald petermacdonald petermacdonald Action Adventure Thriller War
2312,The Jewel of the Nile,289.0,6.0,1985,tt0089370,dive dictat africa riddl treasur nile palac treasurehunt guru romanc desert doublecross archaeologist novelist swashbuckl adventur archeology  michaeldouglas kathleenturner dannydevito lewisteague lewisteague lewisteague Action Adventure Comedy Romance
2313,Romancing the Stone,477.0,6.6,1984,tt0088011,riddl treasur hero map colombia allig crocodil treasurehunt betray marijuana jungl author centralamerica druglord southamerica doublecross archaeologist novelist aeroplan jewel smuggler oppositesattract archeology  michaeldouglas kathleenturner dannydevito robertzemeckis robertzemeckis robertzemeckis Action Adventure Comedy Romance
2314,Cocoon,329.0,6.5,1985,tt0088933,swimmingpool alien tear policecar boattroubl siren cocoon seniorcitizen retirementhom defibril charterboat elder steveguttenberg tahneewelch briandennehy ronhoward ronhoward ronhoward Comedy Drama Science Fiction
2315,Cocoon: The Return,103.0,5.4,1988,tt0094890,return pregnant shapeshiftingalien pregnantwoman expectantfath expectantmoth pregnantwif shapeshift cocoon seniorcitizen donameche wilfordbrimley courteneycox danielpetrie danielpetrie danielpetrie Comedy Drama Science Fiction
2316,Rocky II,948.0,6.9,1979,tt0079817,transport coma wifehusbandrelationship intensivecar hero loveofone'slif public boxer boxingmatch train worldchampion victori sport hospit sylvesterstallone taliashire burtyoung sylvesterstallone sylvesterstallone sylvesterstallone Drama
2317,Rocky III,894.0,6.6,1982,tt0084602,transport trainer boxer dyinganddeath boxingmatch comeback train worldchampion challeng defeat victori sport reveng fame wealth sylvesterstallone taliashire burtyoung sylvesterstallone sylvesterstallone sylvesterstallone Drama
2318,Rocky IV,984.0,6.6,1985,tt0089927,usa transport lossoflov coldwar sovietunion boxer kgb dyinganddeath lossofpow boxingmatch train matteroflifeanddeath sibiria friendship victori sport reveng sylvesterstallone taliashire burtyoung sylvesterstallone sylvesterstallone sylvesterstallone Drama
2319,Rocky V,688.0,5.3,1990,tt0100507,philadelphia transport fathersonrelationship cataclysm trainer restart bankrupt boxer disappoint career boxingmatch train worldchampion challeng streetriot sponsorship challeng champion taxconsult boxingschool prais friendship sport fatherfigur sylvesterstallone taliashire burtyoung johng.avildsen johng.avildsen johng.avildsen Drama
2320,Clue,377.0,7.1,1985,tt0088930,boardgam mysteri mansion oldhous basedongam eileenbrennan timcurry madelinekahn jonathanlynn jonathanlynn jonathanlynn Comedy Thriller Crime Mystery
2321,Young Sherlock Holmes,172.0,6.7,1985,tt0090357,londonengland religionandsupernatur sherlockholm murder aftercreditssting nicholasrowe alancox sophieward barrylevinson barrylevinson barrylevinson Action Adventure Crime Drama Family Mystery Thriller
2322,Violets Are Blue,2.0,2.5,1986,tt0092173,sissyspacek kevinkline bonniebedelia jackfisk jackfisk jackfisk
2323,Back to School,113.0,6.4,1986,tt0090685,colleg poetryrecit bribe tutor rodneydangerfield keithgordon williamzabka alanmetter alanmetter alanmetter Comedy
2324,Heartburn,48.0,5.9,1986,tt0091188,journalist wifehusbandrelationship infidel merylstreep jacknicholson jeffdaniels mikenichols mikenichols mikenichols Comedy Drama Romance
2325,Nothing in Common,30.0,6.1,1986,tt0091653,parentchildrelationship divorc tomhanks jackiegleason evamariesaint garrymarshall garrymarshall garrymarshall Drama Comedy Romance
2326,Extremities,13.0,6.0,1986,tt0091024,nuditi harass reveng suspens tortur gravedig farrahfawcett jamesrusso alfrewoodard robertm.young robertm.young robertm.young Drama Thriller
2327,The Karate Kid,913.0,6.9,1984,tt0087538,flat taskmast karat egg kidsandfamili motorcycl ralphmacchio patmorita williamzabka johng.avildsen johng.avildsen johng.avildsen Drama
2328,"The Karate Kid, Part II",457.0,5.9,1986,tt0091326,martialart karat selfesteem ralphmacchio patmorita martinkove johng.avildsen johng.avildsen johng.avildsen Adventure Drama Action Romance Family
2329,"The Karate Kid, Part III",311.0,5.5,1989,tt0097647,japan japanes confid karat businessman adversari fighter duel goodandbad ralphmacchio patmorita martinkove johng.avildsen johng.avildsen johng.avildsen Family Adventure
2330,National Lampoon's Christmas Vacation,668.0,7.1,1989,tt0097958,holiday boss cigar neighbor christmasev christma chevychase beverlyd'angelo randyquaid jeremiahs.chechik jeremiahs.chechik jeremiahs.chechik Comedy
2331,You've Got Mail,859.0,6.3,1998,tt0128853,romanticcomedi onlined womandirector tomhanks megryan katiesagona noraephron noraephron noraephron Comedy Romance
2332,The General,24.0,6.5,1998,tt0120706,robberi basedontruestori gangster ira ireland brendangleeson adriandunbar seanmcginley johnboorman johnboorman johnboorman Drama Action Crime
2334,The Thin Red Line,793.0,7.2,1998,tt0120863,basedonnovel japanes worldwarii battleassign invas marinecorp u.s.armi command pacif rifl surviv jungl infantri steelhelmet sergeant pacificisland soldier battl fight guadalcan awol seanpenn adrienbrody jimcaviezel terrencemalick terrencemalick terrencemalick Drama History War
2335,The Faculty,500.0,6.2,1998,tt0133751,americanfootbal highschool alien teacher teenag drug alieninfect doppelgang mob jordanabrewster elijahwood cleaduvall robertrodriguez robertrodriguez robertrodriguez Horror Mystery Science Fiction
2336,Mighty Joe Young,208.0,5.9,1998,tt0120751,gorilla dyinganddeath charlizetheron radeserbedzija billpaxton ronunderwood ronunderwood ronunderwood Action Adventure Family Fantasy
2337,Mighty Joe Young,25.0,6.7,1949,tt0041650,decoy wrestler ape terrymoore benjohnson robertarmstrong ernestb.schoedsack ernestb.schoedsack ernestb.schoedsack Adventure Fantasy Drama Action Science Fiction
2338,Patch Adams,863.0,7.0,1998,tt0129290,nurs hospit doctor laughter robinwilliams philipseymourhoffman bobgunton tomshadyac tomshadyac tomshadyac Comedy Drama
2339,Stepmom,286.0,6.9,1998,tt0120686,divorc rebelliousdaught custodi photoshoot juliaroberts susansarandon edharris chriscolumbus chriscolumbus chriscolumbus Drama Romance
2340,A Civil Action,113.0,6.1,1998,tt0120633,success advanc rightandjustic leukemia lawyer businessstart-up johntravolta robertduvall tonyshalhoub stevenzaillian stevenzaillian stevenzaillian Drama
2341,Down in the Delta,5.0,6.4,1998,tt0142231,"womandirector alfrewoodard alfreeman,jr. estherrolle mayaangelou mayaangelou mayaangelou Drama"
2342,Hurlyburly,22.0,5.6,1998,tt0119336,independentfilm seanpenn kevinspacey robinwright anthonydrazan anthonydrazan anthonydrazan Comedy Drama
2343,Tea with Mussolini,32.0,5.8,1999,tt0120857,itali hotel lossofmoth ambassador worldwarii lossofpar widow benitomussolini independentfilm cher judidench joanplowright francozeffirelli francozeffirelli francozeffirelli Comedy Drama War
2344,Wilde,62.0,6.7,1997,tt0120514,prison comingout wife victorianengland homosexu gayrelationship author ireland marriageproblem stephenfry judelaw vanessaredgrave briangilbert briangilbert briangilbert Drama History
2345,Outside Ozona,2.0,6.0,1998,tt0144546,circus radiost texa stripper serialkil robertforster kevinpollak sherilynfenn j.s.cardone j.s.cardone j.s.cardone Thriller Comedy Drama Romance
2346,Affliction,56.0,5.8,1997,tt0118564,nicknolte jamescoburn sissyspacek paulschrader paulschrader paulschrader Drama
2347,Another Day in Paradise,38.0,6.4,1998,tt0127722,robberi murder violenc drug addict melaniegriffith jameswoods vincentkartheiser larryclark larryclark larryclark Thriller Crime Drama
2348,The Hi-Lo Country,9.0,4.7,1998,tt0120699,pearlharbor cowboy pickuptruck cattleranch billycrudup woodyharrelson patriciaarquette stephenfrears stephenfrears stephenfrears Drama Action Western Romance
2349,Hilary and Jackie,23.0,6.5,1998,tt0150915,sistersisterrelationship cellist career musician concert controversi emilywatson rachelgriffiths jamesfrain anandtucker anandtucker anandtucker Music Drama
2350,Playing by Heart,49.0,6.6,1998,tt0145734,sex adulteri hotel aid weddingvow losangel relationship famili gilliananderson ellenburstyn seanconnery willardcarroll willardcarroll willardcarroll Drama
2352,At First Sight,49.0,5.9,1999,tt0132512,blind massagetherapist valkilmer mirasorvino kellymcgillis irwinwinkler irwinwinkler irwinwinkler Drama Romance
2353,In Dreams,45.0,5.4,1999,tt0120710,basedonnovel suicideattempt dream kidnap victimofmurd suspens serialkil hitchcockian annettebening aidanquinn stephenrea neiljordan neiljordan neiljordan Drama Thriller
2354,Varsity Blues,126.0,6.0,1999,tt0139699,americanfootbal smalltown texa cheerlead sport parti highschoolsport policecar thebiggam jamesvanderbeek amysmart jonvoight brianrobbins brianrobbins brianrobbins Comedy Drama Romance
2355,Virus,151.0,5.0,1999,tt0120458,desert tornado russian alienlife-form shoot evil insur virus jamieleecurtis williambaldwin donaldsutherland johnbruno johnbruno johnbruno Horror Action Science Fiction
2356,The Garbage Pail Kids Movie,20.0,3.0,1987,tt0093072,monster garbag music friendship anthonynewley mackenzieastin katiebarberi rodamateau rodamateau rodamateau Adventure Science Fiction Comedy
2357,Howard the Duck,227.0,5.1,1986,tt0091225,duck physicist extraterrestri anthropomorph alieninvas alternativer leathompson jeffreyjones timrobbins willardhuyck willardhuyck willardhuyck Comedy Fantasy Science Fiction
2358,The Gate,107.0,5.9,1987,tt0093075,babysitt legend eye stopmot cultfavorit demon sibl hole recordalbum eyegoug occult deaddog moth canuxploit stephendorff christadenton louistripp tibortakács tibortakács tibortakács Horror Fantasy
2360,The Boy Who Could Fly,36.0,6.0,1986,tt0090768,jayunderwood fredsavage bonniebedelia nickcastle nickcastle nickcastle Drama Family Fantasy Science Fiction
2361,The Fly,129.0,6.9,1958,tt0051622,teleport humanexperiment hybrid flytheinsect davidhedison patriciaowens vincentprice kurtneumann kurtneumann kurtneumann Drama Horror Science Fiction
2362,The Fly,1038.0,7.1,1986,tt0091064,mutant mutat humanexperiment remak scientist scienc flytheinsect animalhorror jeffgoldblum geenadavis johngetz davidcronenberg davidcronenberg davidcronenberg Horror Science Fiction
2363,The Fly II,159.0,5.2,1989,tt0097368,monster experi industrialist sequel flytheinsect ericstoltz daphnezuniga leerichardson chriswalas chriswalas chriswalas Horror Science Fiction Thriller
2364,Running Scared,58.0,6.4,1986,tt0091875,taxi chicago airport bar florida winter undercov floridakey chase vacat cop shootout undercovercop violenc drug carchas o'hareairportchicago bulletproofvest christma keywest gregoryhines billycrystal stevenbauer peterhyams peterhyams peterhyams Thriller Action Comedy Crime
2365,Armed and Dangerous,46.0,5.3,1986,tt0090660,corrupt ex-cop privatedetect johncandy eugenelevy robertloggia markl.lester markl.lester markl.lester Action Comedy Crime
2366,The Texas Chain Saw Massacre,617.0,7.1,1974,tt0072271,gasstat texa van gore midnightmovi surpriseend leatherfac hitchhik slaughterhous slasher chainsaw famili polaroid proto-slash marilynburns allendanziger paula.partain tobehooper tobehooper tobehooper Horror
2367,The Texas Chainsaw Massacre 2,142.0,5.8,1986,tt0092076,hammer gore slasher chainsaw bhorror dennishopper carolinewilliams jimsiedow tobehooper tobehooper tobehooper Horror
2368,Leatherface: Texas Chainsaw Massacre III,75.0,5.1,1990,tt0099994,sequel leatherfac death katehodge kenforee r.a.mihailoff jeffburr jeffburr jeffburr Horror Thriller
2369,Texas Chainsaw Massacre: The Next Generation,96.0,3.9,1994,tt0110978,femalenud texa sadism sequel leatherfac hitchhik crossdress chainsaw tortur cannib splatter skin renéezellweger matthewmcconaughey robertjacks kimhenkel kimhenkel kimhenkel Horror Comedy Thriller
2370,Ruthless People,104.0,6.7,1986,tt0091877,ransom lover(female) kidnap businessman dannydevito bettemidler judgereinhold jimabrahams jimabrahams jimabrahams Comedy
2371,Trick or Treat,40.0,5.6,1986,tt0092112,rockstar halloween heavymet rock'n'rol marcprice tonyfields lisaorgolini charlesmartinsmith charlesmartinsmith charlesmartinsmith Horror Music
2372,Deadly Friend,57.0,5.9,1986,tt0090917,artificialintellig childabus basketbal resurrect reveng teenag robot alcohol brawl circuitboard matthewlaborteaux kristyswanson michaelsharrett wescraven wescraven wescraven Horror Science Fiction
2374,The Name of the Rose,739.0,7.2,1986,tt0091605,christian librari inquisit monk poison secretpassag labyrinth rich middleag persecut mediev poor murdermysteri seanconnery christianslater helmutqualtinger jean-jacquesannaud jean-jacquesannaud jean-jacquesannaud Drama Thriller Mystery
2375,Jumpin' Jack Flash,86.0,5.9,1986,tt0091306,cia kgb comput chat mole agent womandirector whoopigoldberg stephencollins jonathanpryce pennymarshall pennymarshall pennymarshall Romance Comedy Thriller
2376,Peggy Sue Got Married,138.0,5.9,1986,tt0091738,timetravel highschoolreunion nicolascage jimcarrey kathleenturner francisfordcoppola francisfordcoppola francisfordcoppola Comedy Drama Fantasy Romance
2377,Crocodile Dundee,512.0,6.3,1986,tt0090555,newyork prostitut hotel journalist cultureclash subway crocodil wilder knife tourist limousin poacher citi australianoutback kangaroo paulhogan lindakozlowski markblum peterfaiman peterfaiman peterfaiman Adventure Comedy
2378,Crocodile Dundee II,310.0,5.5,1988,tt0092493,newyork crocodil australia aftercreditssting paulhogan lindakozlowski johnmeillon johncornell johncornell johncornell Adventure Comedy
2379,Tough Guys,41.0,5.7,1986,tt0092105,prison trainrobberi burtlancaster kirkdouglas charlesdurning jeffkanew jeffkanew jeffkanew Comedy Crime
2380,Soul Man,42.0,5.4,1986,tt0091991,soul secretident harvardunivers colleg scholarship losangel c.thomashowell raedawnchong aryegross steveminer steveminer steveminer Comedy
2381,The Color of Money,297.0,6.7,1986,tt0090863,bar billard talent hustler sport paulnewman tomcruise maryelizabethmastrantonio martinscorsese martinscorsese martinscorsese Drama
2382,52 Pick-Up,23.0,5.8,1986,tt0090567,femalenud infidel blackmail pornactor murder suspens losangel elmoreleonard royscheider ann-margret vanity johnfrankenheimer johnfrankenheimer johnfrankenheimer Crime Drama Thriller
2383,Heartbreak Ridge,270.0,6.5,1986,tt0091187,recruit offic battleassign marin platoon combat clinteastwood marshamason everettmcgill clinteastwood clinteastwood clinteastwood Action Comedy Drama War
2385,¡Three Amigos!,287.0,6.3,1986,tt0092086,mexico hero villag unitedstates–mexicobarri confus spoof actor chevychase stevemartin martinshort johnlandis johnlandis johnlandis Comedy Western
2386,Gloria,13.0,5.5,1999,tt0120683,ontherun streetwis moll sharonstone jeremynortham cathymoriarty sidneylumet sidneylumet sidneylumet Drama Action Thriller Crime
2388,My Name Is Joe,29.0,7.1,1998,tt0151691,glasgow funer americanfootballcoach debt soccer petermullan louisegoodall davidmckay kenloach kenloach kenloach Drama Romance
2389,Still Crazy,35.0,7.1,1998,tt0149151,birthday condom comeback tour rivalri rockband death stephenrea billyconnolly jimmynail briangibson briangibson briangibson Comedy Music
2390,The Day of the Beast,106.0,6.9,1995,tt0112922,neo-nazi propheci madrid telecast virgin blackmag heavymet hallucinogen anti-christ murder surreal inferno apocalyps devil crucifix catholicpriest christma blackcomedi alexangulo armandoderazza santiagosegura álexdelaiglesia álexdelaiglesia álexdelaiglesia Action Comedy Horror Crime
2392,She's All That,425.0,5.7,1999,tt0160862,tvstar jeep volleybal misfit teenangst houseparti teenmovi teenag popular littlepeopl highschoolstud younglov promqueen clownmakeup performanceart trip freddieprinzejr. rachaelleighcook matthewlillard robertiscove robertiscove robertiscove Comedy Romance
2393,The 24 Hour Woman,1.0,2.0,1999,tt0138279,televisionproduc nervousbreakdown womandirector rosieperez mariannejean-baptiste pattilupone nancysavoca nancysavoca nancysavoca Comedy Romance
2394,"Blood, Guts, Bullets and Octane",3.0,6.0,1998,tt0163984,mikemaas nickfenske markpriolo joecarnahan joecarnahan joecarnahan Action Comedy Thriller
2395,Peeping Tom,148.0,7.6,1960,tt0054167,cinematograph photographi illegalprostitut proto-slash karlheinzböhm moirashearer annamassey michaelpowell michaelpowell michaelpowell Horror Thriller
2397,Payback,557.0,6.7,1999,tt0120784,newyork heroin money crimin melgibson kriskristofferson gregghenry brianhelgeland brianhelgeland brianhelgeland Drama Action Thriller Crime
2398,Simply Irresistible,52.0,5.5,1999,tt0145893,restaur departmentstor kitchen love crab chef sarahmichellegellar seanpatrickflanery dylanbaker marktarlov marktarlov marktarlov Comedy
2399,20 Dates,3.0,3.7,1998,tt0138987,hiddencamera biographi realityshow mockumentari mylesberkowitz tiacarrere elisabethwagner mylesberkowitz mylesberkowitz mylesberkowitz Romance Comedy
2400,Comedian Harmonists,13.0,6.7,1997,tt0128133,berlin jew nazi music biographi antisemit benbecker heinoferch ulrichnoethen josephvilsmaier josephvilsmaier josephvilsmaier Music Drama
